43.101038; 131.904683
43.120007; 131.904719
43.12292; 131.922627
43.126368; 131.910982
43.098493; 131.952022
43.11379; 131.917871
43.118642; 131.90852
43.117437; 131.883273
43.36011; 132.184905
43.100335; 131.903679
43.120759; 131.905684
43.122502; 131.926794
43.11545; 131.885969
43.099238; 131.923993
43.134239; 131.948444
43.09909; 131.913784
43.210107; 131.949631
43.167097; 131.940214
43.124463; 131.879604
43.124581; 131.922305
43.122882; 131.904761
43.119107; 131.912638
43.328818; 132.083377
43.099537; 131.921401
43.103751; 131.905465
43.358753; 132.204386
43.212778; 131.951189
43.098656; 131.967059
43.354216; 132.186265
43.106131; 131.949803
43.133201; 131.923657
43.168596; 131.9326
43.130056; 131.908888
43.369455; 132.222418
43.098983; 131.921729
43.155031; 131.915342
43.183474; 131.921079
43.379798; 131.985751
43.077605; 131.931447
43.134746; 131.92648
43.109008; 131.940509
43.150941; 131.954781
43.101581; 131.931574
43.331006; 132.104229
43.098404; 131.913443
43.133207; 131.923733
43.388797; 132.314485
43.296702; 132.060337
43.329523; 132.085847
43.302267; 132.067898
43.08672; 131.907558
43.291662; 132.060462
43.346321; 132.147861
43.383479; 132.003058
43.346105; 132.146819
43.28497; 132.066929
43.301359; 132.065744
43.366196; 132.216716
43.301896; 132.067175
43.377255; 132.232782
43.216801; 131.959934
43.127686; 131.927
43.127686; 131.927
43.35391; 132.171428
43.12214; 131.926923
43.121674; 131.923965
43.157318; 131.940522
43.121871; 131.923869
43.099916; 131.904543
43.11872; 131.908166
43.358753; 132.204386
43.166069; 131.908078
43.118202; 131.909549
43.160404; 131.912985
43.168575; 131.932663
43.130413; 131.909175
43.139928; 131.948258
43.166242; 131.909302
43.118548; 131.921327
43.08919; 131.910084
43.133212; 131.923796
43.193568; 131.933865
43.153639; 131.941477
43.093721; 131.863293
43.113475; 131.901822
43.092906; 131.979596
43.075729; 131.936462
43.375817; 131.970837
43.097018; 131.900691
43.376976; 132.231666
