43.026706;131.89501
43.031725;131.894946
43.1755368;131.9178248
43.1755250;131.9181000
43.1755486;131.9181214
43.1755721;131.9178463
43.8495969;131.9496330
43.8493562;131.9494291
43.1112920;131.8967040
43.1112684;131.8964894
43.1066330;131.8962900
43.1066330;131.8965690
43.0631561;131.9080110
43.0632092;131.9079225
42.9124000;132.7609000
42.9123150;132.7609980
42.9159320;132.5071000
42.9159320;132.5070000
43.5596694;131.9609331
43.3841000;132.3640000
43.7416667;132.0055770
43.5596304;131.9610136
43.3841000;132.3639000
43.7416706;132.0055126
43.2414180;131.9642000
43.2414180;131.9643000
43.2239215;131.9785333
43.2237744;131.9785387
42.9238706;132.7072549
42.9238489;132.7071356
43.2266409;131.9995544
43.2264408;131.9995544
43.3777089;131.9599193
43.3777422;131.9599917
44.7835767;133.1022000
43.2319475;132.0213908
44.7836000;133.1021000
43.2321024;132.0214230
45.1693000;133.4786281
43.2345453;132.0327955
45.1692374;133.4785986
43.2346786;132.0327795
45.8806606;133.7283669
43.2460311;132.0415701
45.8806437;133.7282998
43.2459449;132.0416854
43.2544905;132.0553524
43.2546551;132.0553176
42.8501263;132.9270444
42.8502921;132.9270926
43.2673793;132.0793889
43.2671460;132.0793352
43.025191;131.8923505
43.025191;131.8923505
